Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
Armao,Americas,LCS,2026,full year (per-game derived),LYON,Jungle,4,20.179,5.0447,9.328
Inspired,Americas,LCS,2026,full year (per-game derived),LYON,Jungle,51,15.842,0.3106,14.688
HamBak,Americas,LCS,2026,full year (per-game derived),Sentinels,Jungle,46,14.091,0.3063,12.291
Josedeodo,Americas,LCS,2026,full year (per-game derived),Team Liquid,Jungle,55,10.538,0.1916,13.192
Contractz,Americas,LCS,2026,full year (per-game derived),Shopify Rebellion,Jungle,28,8.796,0.3141,9.262
sajed,Americas,LCS,2026,full year (per-game derived),Disguised,Jungle,1,5.88,5.88,9.551
Blaber,Americas,LCS,2026,full year (per-game derived),Cloud9,Jungle,48,2.034,0.0424,7.476
KryRa,Americas,LCS,2026,full year (per-game derived),Disguised,Jungle,29,0.288,0.0099,6.679
Gryffinn,Americas,LCS,2026,full year (per-game derived),FlyQuest,Jungle,48,-0.863,-0.018,4.197
eXyu,Americas,LCS,2026,full year (per-game derived),Dignitas,Jungle,27,-2.237,-0.0829,0.665
Kisno,Americas,LCS,2026,full year (per-game derived),Disguised,Jungle,6,-34.746,-5.791,4.772
Srtty,Americas,LCS,2026,full year (per-game derived),Disguised,Middle,1,73.362,73.362,6.252
DARKWINGS,Americas,LCS,2026,full year (per-game derived),Sentinels,Middle,46,18.741,0.4074,15.219
Quad,Americas,LCS,2026,full year (per-game derived),FlyQuest,Middle,48,17.57,0.366,14.601
Quid,Americas,LCS,2026,full year (per-game derived),Team Liquid,Middle,55,16.916,0.3076,20.346
Loki,Americas,LCS,2026,full year (per-game derived),Cloud9,Middle,2,10.314,5.157,1.116
Callme,Americas,LCS,2026,full year (per-game derived),Disguised,Middle,35,7.983,0.2281,6.154
Saint,Americas,LCS,2026,full year (per-game derived),LYON,Middle,55,4.126,0.075,6.623
Zinie,Americas,LCS,2026,full year (per-game derived),Shopify Rebellion,Middle,28,0.051,0.0018,2.211
APA,Americas,LCS,2026,full year (per-game derived),Cloud9,Middle,46,-0.153,-0.0033,2.973
Palafox,Americas,LCS,2026,full year (per-game derived),Dignitas,Middle,27,-0.71,-0.0263,-2.112
Blaber,Americas,LCS,2026,full year (per-game derived),Cloud9,Middle,3,-20.094,-6.698,2.024
eXyu,Americas,LCS,2026,full year (per-game derived),Dignitas,Middle,3,-55.418,-18.4727,-1.042
Cryogen,Americas,LCS,2026,full year (per-game derived),FlyQuest,Middle,1,-71.312,-71.312,1.81
Thanatos,Americas,LCS,2026,full year (per-game derived),Cloud9,ADC,3,37.578,12.526,2.943
Berserker,Americas,LCS,2026,full year (per-game derived),LYON,ADC,55,12.39,0.2253,7.956
FBI,Americas,LCS,2026,full year (per-game derived),Dignitas,ADC,25,10.623,0.4249,7.655
Bvoy,Americas,LCS,2026,full year (per-game derived),Shopify Rebellion,ADC,28,9.686,0.3459,8.47
Zven,Americas,LCS,2026,full year (per-game derived),Cloud9,ADC,46,4.471,0.0972,8.014
Massu,Americas,LCS,2026,full year (per-game derived),FlyQuest,ADC,48,1.704,0.0355,0.004
Yeon,Americas,LCS,2026,full year (per-game derived),Team Liquid,ADC,55,0.348,0.0063,7.766
Rahel,Americas,LCS,2026,full year (per-game derived),Sentinels,ADC,46,-1.045,-0.0227,2.499
sajed,Americas,LCS,2026,full year (per-game derived),Disguised,ADC,35,-11.42,-0.3263,-1.585
Mobility,Americas,LCS,2026,full year (per-game derived),Dignitas,ADC,2,-16.806,-8.403,2.691
Gryffinn,Americas,LCS,2026,full year (per-game derived),FlyQuest,ADC,1,-17.727,-17.727,-0.882
Tactical,Americas,LCS,2026,full year (per-game derived),Cloud9,ADC,2,-19.028,-9.514,1.603
Ignar,Americas,LCS,2026,full year (per-game derived),Dignitas,ADC,3,-119.677,-39.8923,-10.705
Lyonz,Americas,LCS,2026,full year (per-game derived),Disguised,ADC,1,-124.639,-124.639,-4.165
huhi,Americas,LCS,2026,full year (per-game derived),Sentinels,Support,46,30.367,0.6602,17.699
Isles,Americas,LCS,2026,full year (per-game derived),LYON,Support,55,20.77,0.3776,9.0
Zeyzal,Americas,LCS,2026,full year (per-game derived),Shopify Rebellion,Support,4,20.044,5.011,3.423
CoreJJ,Americas,LCS,2026,full year (per-game derived),Team Liquid,Support,55,19.38,0.3524,11.384
Cryogen,Americas,LCS,2026,full year (per-game derived),FlyQuest,Support,48,14.693,0.3061,9.574
Vulcan,Americas,LCS,2026,full year (per-game derived),Cloud9,Support,48,10.633,0.2215,6.836
Breezy,Americas,LCS,2026,full year (per-game derived),Dignitas,Support,2,3.88,1.94,5.367
Lyonz,Americas,LCS,2026,full year (per-game derived),Disguised,Support,35,0.449,0.0128,4.139
Ignar,Americas,LCS,2026,full year (per-game derived),Dignitas,Support,25,-1.346,-0.0538,0.613
Quad,Americas,LCS,2026,full year (per-game derived),FlyQuest,Support,1,-21.035,-21.035,1.452
Palafox,Americas,LCS,2026,full year (per-game derived),Dignitas,Support,3,-30.646,-10.2153,-0.683
Ceos,Americas,LCS,2026,full year (per-game derived),Shopify Rebellion,Support,24,-33.211,-1.3838,-14.473
Callme,Americas,LCS,2026,full year (per-game derived),Disguised,Support,1,-41.184,-41.184,0.833
Loki,Americas,LCS,2026,full year (per-game derived),Cloud9,Support,3,-88.857,-29.619,-5.735
Guigo,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Top,45,39.711,0.8825,24.435
Robo,Americas,CBLOL,2023,full year (per-game derived),LOUD,Top,58,20.72,0.3572,14.355
Wizer,Americas,CBLOL,2023,full year (per-game derived),paiN Gaming,Top,66,14.268,0.2162,10.512
Lonely,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Top,36,13.735,0.3815,8.561
Zzk,Americas,CBLOL,2023,full year (per-game derived),INTZ,Top,47,8.111,0.1726,5.921
Boal,Americas,CBLOL,2023,full year (per-game derived),LØS,Top,6,6.577,1.0962,3.286
Boal,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Top,26,3.622,0.1393,3.094
Kiari,Americas,CBLOL,2023,full year (per-game derived),Liberty,Top,32,2.66,0.0831,2.66
fNb,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Top,31,1.749,0.0564,2.209
fNb,Americas,CBLOL,2023,full year (per-game derived),FURIA,Top,29,1.379,0.0476,2.047
HiRit,Americas,CBLOL,2023,full year (per-game derived),LØS,Top,30,0.0,0.0,1.364
Betão,Americas,CBLOL,2023,full year (per-game derived),FURIA,Top,18,-15.804,-0.878,-4.045
Hidan,Americas,CBLOL,2023,full year (per-game derived),LØS,Top,12,-17.712,-1.476,-2.951
Tay,Americas,CBLOL,2023,full year (per-game derived),Fluxo,Top,44,-37.864,-0.8605,-20.936
SkB,Americas,CBLOL,2023,full year (per-game derived),Liberty,Top,4,-42.091,-10.5228,-2.373
Yampi,Americas,CBLOL,2023,full year (per-game derived),INTZ,Jungle,47,54.371,1.1568,33.8
Grell,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Jungle,37,24.821,0.6708,14.854
Aegis,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Jungle,57,24.266,0.4257,16.748
Disamis,Americas,CBLOL,2023,full year (per-game derived),Fluxo,Jungle,44,16.455,0.374,10.906
Hugato,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Jungle,6,13.109,2.1848,4.759
Drakehero,Americas,CBLOL,2023,full year (per-game derived),Liberty,Jungle,4,10.351,2.5878,3.979
Croc,Americas,CBLOL,2023,full year (per-game derived),LOUD,Jungle,58,10.171,0.1754,7.704
Ranger,Americas,CBLOL,2023,full year (per-game derived),LØS,Jungle,30,7.006,0.2335,5.04
enel1,Americas,CBLOL,2023,full year (per-game derived),LØS,Jungle,14,3.172,0.2266,3.172
Goot,Americas,CBLOL,2023,full year (per-game derived),FURIA,Jungle,47,2.323,0.0494,2.664
CarioK,Americas,CBLOL,2023,full year (per-game derived),paiN Gaming,Jungle,66,1.014,0.0154,1.712
Accez,Americas,CBLOL,2023,full year (per-game derived),Liberty,Jungle,32,-3.042,-0.0951,0.044
Sting,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Jungle,2,-4.058,-2.029,2.741
Trick,Americas,CBLOL,2023,full year (per-game derived),LØS,Jungle,4,-5.33,-1.3325,2.216
SCARY,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Jungle,24,-10.068,-0.4195,-2.546
Samkz,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Jungle,2,-13.263,-6.6315,2.193
Flawless,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Jungle,10,-27.216,-2.7216,-4.139
Lava,Americas,CBLOL,2023,full year (per-game derived),LØS,Middle,48,57.049,1.1885,39.82
tinowns,Americas,CBLOL,2023,full year (per-game derived),LOUD,Middle,58,37.773,0.6513,29.261
Tutsz,Americas,CBLOL,2023,full year (per-game derived),FURIA,Middle,18,27.293,1.5163,18.586
Hauz,Americas,CBLOL,2023,full year (per-game derived),Fluxo,Middle,44,22.516,0.5117,18.801
dyNquedo,Americas,CBLOL,2023,full year (per-game derived),paiN Gaming,Middle,66,19.166,0.2904,17.372
Avenger,Americas,CBLOL,2023,full year (per-game derived),Liberty,Middle,14,18.015,1.2868,14.972
Krastyel,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Middle,18,13.809,0.7672,13.69
Envy,Americas,CBLOL,2023,full year (per-game derived),FURIA,Middle,29,13.435,0.4633,13.532
Envy,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Middle,31,11.208,0.3615,12.426
Yuri,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Middle,18,4.021,0.2234,10.135
Grevthar,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Middle,45,-1.34,-0.0298,4.829
Pilot,Americas,CBLOL,2023,full year (per-game derived),Liberty,Middle,22,-6.632,-0.3015,5.304
NOsFerus,Americas,CBLOL,2023,full year (per-game derived),INTZ,Middle,47,-11.493,-0.2445,-1.402
Avenger,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Middle,26,-25.848,-0.9942,-4.204
Bvoy,Americas,CBLOL,2023,full year (per-game derived),paiN Gaming,ADC,66,50.697,0.7681,41.532
Route,Americas,CBLOL,2023,full year (per-game derived),LOUD,ADC,58,39.18,0.6755,33.256
Brance,Americas,CBLOL,2023,full year (per-game derived),Fluxo,ADC,44,37.225,0.846,31.02
Netuno,Americas,CBLOL,2023,full year (per-game derived),LØS,ADC,48,31.419,0.6546,27.829
NinjaKiwi,Americas,CBLOL,2023,full year (per-game derived),INTZ,ADC,47,24.295,0.5169,23.522
Trigo,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,ADC,27,23.913,0.8857,23.082
TitaN,Americas,CBLOL,2023,full year (per-game derived),RED Canids,ADC,57,22.68,0.3979,22.57
Reaper,Americas,CBLOL,2023,full year (per-game derived),Liberty,ADC,4,22.371,5.5928,22.371
micaO,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,ADC,6,17.753,2.9588,21.633
Ayu,Americas,CBLOL,2023,full year (per-game derived),FURIA,ADC,18,15.281,0.8489,19.796
Juliera,Americas,CBLOL,2023,full year (per-game derived),Liberty,ADC,32,12.493,0.3904,17.398
RAV3N,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,ADC,24,0.0,0.0,12.709
Trigo,Americas,CBLOL,2023,full year (per-game derived),FURIA,ADC,29,-8.265,-0.285,7.702
DudsTheBoy,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,ADC,12,-9.625,-0.8021,13.558
ST3PZ,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,ADC,12,-26.426,-2.2022,8.931
Guigs,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Support,6,32.682,5.447,13.062
ProDelta,Americas,CBLOL,2023,full year (per-game derived),paiN Gaming,Support,33,31.828,0.9645,20.83
frosty,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Support,31,25.298,0.8161,17.243
Bounty,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Support,6,17.271,2.8785,10.601
zay,Americas,CBLOL,2023,full year (per-game derived),LØS,Support,30,16.731,0.5577,12.938
Cavalo,Americas,CBLOL,2023,full year (per-game derived),Liberty,Support,22,14.669,0.6668,11.524
JoJo,Americas,CBLOL,2023,full year (per-game derived),Fluxo,Support,44,13.933,0.3167,12.011
Kuri,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Support,10,11.501,1.1501,9.855
Ceos,Americas,CBLOL,2023,full year (per-game derived),LOUD,Support,58,10.04,0.1731,9.791
zay,Americas,CBLOL,2023,full year (per-game derived),FURIA,Support,18,10.033,0.5574,9.587
Ayu,Americas,CBLOL,2023,full year (per-game derived),FURIA,Support,21,9.507,0.4527,9.403
scuro,Americas,CBLOL,2023,full year (per-game derived),KaBuM! Esports,Support,12,9.159,0.7633,9.285
Wos,Americas,CBLOL,2023,full year (per-game derived),Liberty,Support,13,6.705,0.5158,8.566
Nia,Americas,CBLOL,2023,full year (per-game derived),INTZ,Support,47,6.223,0.1324,7.473
Damage,Americas,CBLOL,2023,full year (per-game derived),Vivo Keyd Stars,Support,27,2.696,0.0999,6.273
Ranger,Americas,CBLOL,2023,full year (per-game derived),LØS,Support,18,-0.899,-0.0499,5.617
RedBert,Americas,CBLOL,2023,full year (per-game derived),FURIA,Support,8,-4.711,-0.5889,6.494
scamber,Americas,CBLOL,2023,full year (per-game derived),RED Canids,Support,16,-5.875,-0.3672,4.218
