Region,League,Year,Dataset,Team,Player,Pos,GP,WAR,WAR_per_game,CPS,repl_CPS,z_DMG_GOLD_ratio,z_CSPM,z_DPM_adj,z_neg_DTH,z_EGPM_adj,z_GD10_adj,z_XPD10_adj,z_KP_residual,z_KS_pct,z_CTR_adj_GD10,z_TLDPS,z_neg_DTH_adj,z_D_P15_adj,z_WCPM_type3,z_JSAD,z_CSD10_adj,z_CWPM_type3,z_WPM_type3
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,HamBak,Jungle,102,2.8393,0.028,-0.2508,-0.3269,,,,,-0.4628,-0.0613,,-0.0818,,,,-0.4069,,0.1719,-0.6231,-0.4982,0.2927,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Sounda,Jungle,105,1.355,0.013,-0.2906,-0.3269,,,,,0.1635,-1.1779,,-1.6007,,,,0.7725,,0.711,-0.2534,0.0139,0.4759,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Guwon,Jungle,91,-4.065,-0.045,-0.4358,-0.3269,,,,,-0.6698,-0.7835,,-0.0371,,,,-0.3322,,-0.0587,-0.601,-0.4371,-1.2994,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Liiv SANDBOX Youth,Vincenzo,Jungle,91,-5.6033,-0.062,-0.4771,-0.3269,,,,,-0.9029,-0.6782,,-0.2816,,,,-0.1752,,-0.3469,-0.7381,-0.0719,0.8424,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Quid,Middle,46,45.424,0.987,0.7288,-0.4886,0.1903,,1.0778,0.1502,1.3117,1.135,0.8257,0.6004,0.9393,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Feisty,Middle,102,40.6399,0.398,0.6006,-0.4886,0.5338,,0.5658,0.5346,0.3501,0.9671,0.5847,0.6739,0.442,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Callme,Middle,70,31.0867,0.444,0.3446,-0.4886,0.1453,,0.3535,0.1332,0.8199,0.047,1.073,0.6356,-0.2482,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,SeTab,Middle,114,30.3631,0.266,0.3252,-0.4886,0.7395,,0.8758,-1.3648,0.7871,0.6735,0.5859,-0.4578,0.5653,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Roamer,Middle,94,27.9183,0.297,0.2597,-0.4886,0.6598,,0.2058,-0.1977,0.0824,-0.1015,-0.3936,0.9412,0.3206,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Pullbae,Middle,123,23.5562,0.192,0.1428,-0.4886,0.642,,-0.1124,-0.083,0.343,0.0014,0.6366,-0.2456,-0.2742,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Ivory,Middle,71,22.8582,0.322,0.1241,-0.4886,-0.1285,,0.0663,0.0925,0.0183,-0.8053,0.4315,0.9155,0.7237,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Liiv SANDBOX Youth,Guti,Middle,91,18.9017,0.208,0.018,-0.4886,-0.6879,,-0.4674,0.1603,-0.1688,-0.385,0.2243,1.1286,0.6923,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Ophelia,Middle,48,15.3167,0.319,-0.0781,-0.4886,1.0701,,-0.6373,-0.7402,-0.5179,-1.2695,-0.567,1.2222,-0.3875,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Bay,Middle,61,-2.1485,-0.035,-0.5462,-0.4886,-0.9708,,-1.4309,2.0298,-1.0912,-0.9075,-1.7363,0.4488,-0.6031,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Cleaver,Middle,85,-9.1302,-0.107,-0.7333,-0.4886,-0.7247,,-0.4213,-0.736,-1.1664,-0.8114,-1.2653,-0.6709,-0.0708,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,vital,ADC,44,48.3262,1.098,1.1185,-0.1767,0.8413,1.9874,0.7791,1.1747,1.688,0.5202,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Liiv SANDBOX Youth,Diable,ADC,91,23.8613,0.262,0.4628,-0.1767,0.5865,0.2859,0.8218,0.185,0.5329,0.1276,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Rahel,ADC,127,22.722,0.179,0.4322,-0.1767,0.0663,1.4774,-0.1015,0.3316,1.0178,0.5043,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Lure,ADC,104,21.609,0.208,0.4024,-0.1767,0.5044,0.353,0.3205,0.2131,0.6262,0.5861,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Smash,ADC,101,17.8044,0.176,0.3004,-0.1767,-0.5254,1.0748,-0.0496,0.5958,0.902,0.5923,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Hype,ADC,102,12.571,0.123,0.1602,-0.1767,0.1086,0.3456,-0.1396,0.2852,0.302,0.2807,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Pleata,ADC,77,2.8047,0.036,-0.1016,-0.1767,-0.3709,-0.1501,-0.5781,0.7797,-0.0934,-0.1213,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Jiwoo,ADC,57,0.5646,0.01,-0.1616,-0.1767,0.1767,-0.5434,-0.144,-0.3798,0.1629,-0.2779,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Bull,ADC,85,0.0,0.0,-0.1767,-0.1767,-0.5461,-1.5627,-0.0449,0.8999,-1.0864,1.1932,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Enosh,ADC,60,-1.2065,-0.02,-0.2091,-0.1767,-0.2353,-0.4065,-0.1748,-0.2983,-0.2065,0.2446,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,CARFE,ADC,94,-20.0671,-0.213,-0.7146,-0.1767,-0.1849,-0.6808,-0.9058,-0.7765,-1.0471,-1.0703,,,,,,,,,,,,
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Duro,Support,104,16.1292,0.155,0.4105,-0.0217,,,,0.4927,,0.2358,,-0.3091,,,,,,1.3822,,,0.2784,0.3424
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Piero,Support,57,7.2184,0.127,0.1717,-0.0217,,,,0.5401,,-0.704,,-0.5967,,,,,,1.0919,,,0.216,-0.0101
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Baut,Support,102,4.7511,0.047,0.1056,-0.0217,,,,0.7628,,0.0761,,0.235,,,,,,-0.6755,,,0.1824,0.2597
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Andil,Support,62,1.2335,0.02,0.0113,-0.0217,,,,0.4486,,0.5416,,-0.8625,,,,,,1.2236,,,-0.3676,-0.101
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Liiv SANDBOX Youth,PlanB,Support,91,1.2269,0.013,0.0111,-0.0217,,,,0.0397,,-0.8656,,-0.0725,,,,,,0.3948,,,0.4226,0.2332
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Pollu,Support,77,0.6431,0.008,-0.0045,-0.0217,,,,0.5613,,-0.1419,,-0.0584,,,,,,0.0073,,,0.0411,0.1684
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Lospa,Support,94,0.4335,0.005,-0.0101,-0.0217,,,,0.4603,,-1.2163,,-0.3711,,,,,,-0.5679,,,1.1021,0.6398
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Loopy,Support,52,-0.2292,-0.004,-0.0279,-0.0217,,,,0.2008,,-0.1556,,-0.9568,,,,,,1.1162,,,-0.4791,-0.3611
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Bible,Support,41,-4.406,-0.107,-0.1398,-0.0217,,,,-0.9214,,0.9743,,-1.6326,,,,,,0.2071,,,0.053,0.3923
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Luon,Support,105,-6.9486,-0.066,-0.208,-0.0217,,,,0.1449,,-1.1073,,-0.6665,,,,,,-0.2361,,,-0.1652,0.3095
Korea,LCK CL,2023,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Way,Support,69,-14.1859,-0.206,-0.4019,-0.0217,,,,0.3696,,-0.376,,-0.2028,,,,,,-1.2599,,,-1.3916,0.0434
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Soboro,Top,51,42.288,0.829,0.7523,-0.3709,,,,,,,1.6832,1.2178,,1.2286,-0.0082,0.0711,-0.4051,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Lancer,Top,104,27.9006,0.268,0.3702,-0.3709,,,,,,,0.4301,0.3682,,0.5017,0.4645,-0.063,0.2236,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Siwoo,Top,121,26.5511,0.219,0.3343,-0.3709,,,,,,,0.5976,0.19,,0.7405,0.1979,0.0974,-0.1385,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Rooster,Top,106,24.6218,0.232,0.2831,-0.3709,,,,,,,0.8105,0.652,,0.6001,-0.4185,0.2488,-0.2761,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Mihile,Top,68,22.3947,0.329,0.2239,-0.3709,,,,,,,0.5714,0.8281,,0.0883,-0.1808,0.104,-0.2157,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Kangin,Top,93,13.8857,0.149,-0.0021,-0.3709,,,,,,,-0.1074,0.3339,,0.2151,-0.12,-0.4913,0.2156,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,HorangE,Top,89,12.8507,0.144,-0.0296,-0.3709,,,,,,,0.2054,0.0989,,-0.024,-0.3611,-0.0704,0.0518,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Frog,Top,47,11.4019,0.243,-0.068,-0.3709,,,,,,,0.2787,-0.628,,0.1342,-0.4098,0.4962,-0.1083,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Casting,Top,116,10.561,0.091,-0.0904,-0.3709,,,,,,,-0.3137,-0.2819,,0.1092,0.1683,0.575,-0.8559,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Dal,Top,104,8.6085,0.083,-0.1422,-0.3709,,,,,,,-0.3853,-0.199,,-0.0496,-0.0621,-0.6574,0.7266,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Janus,Top,47,-2.8695,-0.061,-0.4471,-0.3709,,,,,,,-0.5923,-0.7606,,-0.3114,-0.5141,0.3263,-0.4231,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Racerr,Top,40,-9.7449,-0.244,-0.6297,-0.3709,,,,,,,-0.6549,-1.9394,,-0.1663,-0.2701,-0.2492,-0.5768,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Willer,Jungle,51,51.8522,1.017,1.1125,-0.2647,,,,,2.7173,0.3847,,-0.0699,,,,1.3021,,0.4913,1.265,1.2209,1.1965,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Grizzly,Jungle,106,28.8301,0.272,0.5011,-0.2647,,,,,0.8818,0.5418,,0.2827,,,,0.1391,,0.0848,0.3398,0.9498,0.0178,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,HamBak,Jungle,118,25.292,0.214,0.4071,-0.2647,,,,,1.1018,0.7825,,-0.5281,,,,0.2934,,-0.026,0.521,0.2676,-0.5542,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Courage,Jungle,104,13.6872,0.132,0.0989,-0.2647,,,,,0.4425,-0.4746,,0.1978,,,,0.9105,,-0.4719,0.2208,0.2849,-0.9174,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Sharvel,Jungle,121,12.0772,0.1,0.0561,-0.2647,,,,,0.4426,-0.2756,,0.0476,,,,0.8191,,-0.1778,0.1708,-0.1463,-0.8187,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Carim,Jungle,49,6.4609,0.132,-0.0931,-0.2647,,,,,0.1644,-0.4833,,-0.0737,,,,0.8681,,-0.2154,0.2227,-0.0873,-1.2323,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,DDoiV,Jungle,86,3.1379,0.036,-0.1813,-0.2647,,,,,-0.7054,-0.4593,,0.3529,,,,0.2266,,0.2297,-0.4621,-0.4137,0.7384,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Zephyr,Jungle,42,1.9857,0.047,-0.2119,-0.2647,,,,,0.336,-1.0408,,-0.2937,,,,0.1096,,-0.2469,0.2745,-0.4543,-0.1604,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Raptor,Jungle,47,1.7234,0.037,-0.2189,-0.2647,,,,,-0.3909,-0.0743,,-0.6984,,,,0.3517,,0.0058,-0.2485,0.2121,-0.079,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Kania,Jungle,45,0.0,0.0,-0.2647,-0.2647,,,,,-0.4068,-0.3887,,-0.4308,,,,-0.2248,,-0.4098,-0.7072,0.4989,1.7454,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Toye,Jungle,88,-0.5691,-0.006,-0.2798,-0.2647,,,,,-0.5318,-0.633,,-1.0886,,,,0.1828,,0.4459,-0.4705,0.9154,0.1999,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Guwon,Jungle,104,-3.4574,-0.033,-0.3565,-0.2647,,,,,-0.3466,-0.6391,,0.0253,,,,-0.7159,,0.2654,-0.2684,-1.0526,-1.0236,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Sounda,Jungle,53,-17.5991,-0.332,-0.7321,-0.2647,,,,,-0.8926,-0.3958,,-1.0639,,,,-0.8553,,0.5806,-0.8959,-1.4537,1.587,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,kyeahoo,Middle,42,21.4872,0.512,0.5746,0.0039,0.6761,,0.568,0.4781,0.1571,0.6729,0.918,0.6167,0.3383,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Calix,Middle,66,20.4042,0.309,0.5458,0.0039,0.0654,,-0.379,1.9588,0.287,0.8672,1.7263,0.1714,0.1763,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,SeTab,Middle,45,15.7821,0.351,0.4231,0.0039,-0.261,,0.8747,-0.4043,0.7264,1.1993,0.7612,0.3727,0.4366,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Zinie,Middle,108,12.6016,0.117,0.3386,0.0039,1.061,,1.5044,-2.1017,0.4643,0.2713,-0.3536,0.6849,0.3162,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Starlit,Middle,47,9.7766,0.208,0.2636,0.0039,-0.0062,,1.1171,-0.4333,0.9704,0.3101,0.4957,-0.0025,0.0368,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Saint,Middle,121,9.4591,0.078,0.2551,0.0039,0.4325,,0.4357,-1.4609,1.0981,-0.193,0.2482,0.6385,0.697,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Pungyeon,Middle,104,5.9028,0.057,0.1607,0.0039,-0.4671,,0.1997,0.0685,0.7235,0.3866,0.3933,0.2788,0.1578,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Loki,Middle,99,2.6138,0.026,0.0733,0.0039,-0.0912,,-0.4059,0.1806,-0.0367,0.3804,-0.1718,0.2286,0.4358,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Daystar,Middle,98,1.2187,0.012,0.0363,0.0039,0.4812,,0.6842,0.0096,-0.1702,-0.2198,-0.8919,0.1183,-0.0792,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Ivory,Middle,55,-10.6882,-0.194,-0.28,0.0039,0.0991,,-0.6651,-0.3828,-0.4379,-0.2438,-0.4507,-0.3396,-0.1866,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Poby,Middle,104,-13.6124,-0.131,-0.3577,0.0039,-0.9102,,-0.6875,-0.3887,0.0607,0.2726,0.49,-1.0179,-0.1127,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,vital,ADC,58,28.9965,0.5,0.7907,0.0205,0.796,1.7943,0.8916,-0.2625,1.4443,0.4987,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Slayer,ADC,86,27.9766,0.325,0.7636,0.0205,1.0233,1.062,1.3906,-0.0409,0.6727,0.0206,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Hype,ADC,118,19.2802,0.163,0.5326,0.0205,0.2341,-0.3589,1.1327,0.4881,0.7484,1.0642,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Diable,ADC,98,14.8659,0.152,0.4154,0.0205,0.4218,0.2276,1.1324,-0.5693,0.421,1.0327,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Taeyoon,ADC,76,10.2696,0.135,0.2933,0.0205,0.8072,-0.4421,0.7739,-0.1779,-0.1126,0.5069,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Enosh,ADC,74,9.2745,0.125,0.2668,0.0205,-0.0365,0.97,-0.1505,0.2938,0.2779,0.7687,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Paduck,ADC,87,8.3647,0.096,0.2427,0.0205,0.6641,-0.3537,0.914,-0.4077,-0.0626,0.2847,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Smash,ADC,103,8.2362,0.08,0.2393,0.0205,0.0685,0.9673,0.2514,-0.6675,0.3649,1.192,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Lure,ADC,106,3.6475,0.034,0.1174,0.0205,1.121,-1.0876,0.3773,-0.2913,-0.181,0.1978,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Rahel,ADC,59,-1.2496,-0.021,-0.0127,0.0205,0.2791,-0.0146,-0.3313,0.015,0.3274,-0.3447,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Wayne,ADC,62,-9.1414,-0.147,-0.2223,0.0205,-0.7467,-0.5456,-0.5006,0.6228,0.1089,0.0473,,,,,,,,,,,,
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,T1 Esports Academy,Rekkles,Support,103,29.7446,0.289,0.5233,-0.2667,,,,1.5416,,0.9292,,0.8146,,,,,,0.387,,,-0.5653,-0.1399
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Kiwoom DRX Challengers,Career,Support,44,25.072,0.57,0.3992,-0.2667,,,,0.3941,,-0.0995,,0.801,,,,,,1.8465,,,-1.8023,-0.2636
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,HANJIN BRION Challengers,Effort,Support,78,22.3047,0.286,0.3257,-0.2667,,,,-0.005,,-0.3298,,-0.2953,,,,,,0.3608,,,1.305,0.5856
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,BNK FEARX Youth,Duro,Support,63,18.3567,0.291,0.2208,-0.2667,,,,-0.0391,,-0.1571,,0.979,,,,,,0.421,,,0.4442,-0.1531
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,KT Rolster Challengers,Way,Support,118,6.5093,0.055,-0.0938,-0.2667,,,,0.4296,,0.4297,,0.2658,,,,,,-0.1087,,,-0.6051,-0.7555
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Gen.G Global Academy,Namgung,Support,63,5.2701,0.084,-0.1268,-0.2667,,,,-0.3084,,-0.7672,,-0.8438,,,,,,0.4638,,,0.9892,0.4264
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Dplus Kia Challengers,Loopy,Support,59,2.6442,0.045,-0.1965,-0.2667,,,,0.0825,,-0.4468,,0.3643,,,,,,-0.5666,,,0.4335,-0.6167
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Hanwha Life Esports Challengers,Baut,Support,106,0.0554,0.001,-0.2653,-0.2667,,,,-0.0083,,0.0994,,-0.5945,,,,,,-0.5743,,,0.7783,-0.1823
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,DN SOOPers Challengers,Quantum,Support,63,-0.0554,-0.001,-0.2682,-0.2667,,,,-0.2911,,-0.487,,-0.5928,,,,,,-0.2215,,,-0.3061,0.0371
Korea,LCK CL,2024,Spring + Spring PO + Summer + Summer PO,Nongshim Esports Academy,Luon,Support,59,-1.8026,-0.031,-0.3146,-0.2667,,,,-0.3431,,-0.4606,,-0.1034,,,,,,-1.243,,,0.2029,-0.038
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Burdol,Top,40,31.1543,0.779,0.5343,-0.2397,,,,,,,0.4093,1.3773,,0.2365,0.3973,1.0856,-0.1794,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports Challengers,Rooster,Top,60,28.1592,0.469,0.4599,-0.2397,,,,,,,0.1537,1.8216,,0.1032,0.0039,0.6947,0.6236,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Haetae,Top,126,26.401,0.21,0.4162,-0.2397,,,,,,,0.354,-0.6428,,0.1839,1.1042,0.589,0.6162,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Soboro,Top,127,24.6737,0.194,0.3733,-0.2397,,,,,,,-0.0005,1.2545,,0.1807,0.7542,-1.0223,0.7187,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION Challengers,DDahyuk,Top,48,16.927,0.353,0.1809,-0.2397,,,,,,,0.0115,1.5008,,-0.5592,-0.2312,0.2821,0.6631,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,DN SOOPers Challengers,Lancer,Top,120,14.0669,0.117,0.1098,-0.2397,,,,,,,0.1387,-0.3439,,0.0756,0.4749,-0.2681,0.2345,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Gen.G Global Academy,Hanbyeol,Top,114,10.7211,0.094,0.0267,-0.2397,,,,,,,-0.1986,0.1205,,-0.0989,0.135,-0.0497,0.443,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,KT Rolster Challengers,Casting,Top,93,9.9997,0.108,0.0087,-0.2397,,,,,,,-0.1168,-0.4521,,-0.0738,0.455,1.3769,-1.3462,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Kangin,Top,97,6.4657,0.067,-0.0791,-0.2397,,,,,,,-0.2065,-0.055,,-0.2051,0.3668,-1.0116,0.2104,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,Frog,Top,109,-2.1552,-0.02,-0.2933,-0.2397,,,,,,,-0.2063,-0.6108,,-0.4724,-0.3803,1.2267,-1.0679,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Dplus Kia Challengers,Jaehyuk,Top,81,-5.4205,-0.067,-0.3744,-0.2397,,,,,,,0.0657,-0.0649,,-0.4461,-1.0496,0.2321,-0.7495,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports Challengers,Grizzly,Jungle,97,32.5921,0.336,0.6171,-0.1927,,,,,0.5742,1.5178,,0.0696,,,,1.2862,,1.1945,0.1329,0.8279,0.1694,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Dplus Kia Challengers,Sharvel,Jungle,84,28.3883,0.338,0.5126,-0.1927,,,,,-0.1679,-0.2356,,1.3263,,,,1.6575,,2.0107,0.2569,0.0659,-0.2848,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Willer,Jungle,102,23.9108,0.234,0.4014,-0.1927,,,,,0.9813,0.5538,,0.508,,,,-0.2916,,-0.9566,0.4664,0.0794,0.9053,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,KT Rolster Challengers,YoungJae,Jungle,110,4.1606,0.038,-0.0893,-0.1927,,,,,0.5548,-0.7241,,-1.0563,,,,-1.8005,,-0.6,0.6859,-0.0005,0.9157,
