Region,League,Year,Dataset,Team,Team_WAR,WAR_per_Game,W,L,GP,W_pct,Players,Projected_Team_WAR,Proj_WAR_per_Game
Americas,NACL,2024,full year (per-game derived),Pulse Star,61.78,4.119,6,9,15,0.4,"Horder, Will, Ariendel, SageWabe, Prismal",62.22,4.148
Americas,NACL,2024,full year (per-game derived),Blue Otter,56.87,1.073,28,25,53,0.5283,"Qwacker, Music, Samikin, Levitate, rovex",51.15,0.965
Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,55.7,6.189,1,8,9,0.1111,"PCL, Kross, XiaoDanny, Devin, winter",46.72,5.191
Americas,NACL,2024,full year (per-game derived),Supernova,50.33,0.786,37,27,64,0.5781,"Faisal, Kenvi, Toasty, Lens, Diamond",49.16,0.768
Americas,NACL,2024,full year (per-game derived),Lotus,45.93,1.837,17,8,25,0.68,"Porsche, Dardoch, RobbyBob, Sushee, Mixtsure",48.1,1.924
Americas,NACL,2024,full year (per-game derived),CCG Esports,43.99,1.294,17,17,34,0.5,"Crimson, KryRa, shochi, ROCKBOOM, Trevor",45.58,1.341
Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,43.74,1.25,16,19,35,0.4571,"Philip, Chad, Toasty, Lens, Daption",40.24,1.15
Americas,NACL,2024,full year (per-game derived),LiT Esports,32.77,1.024,10,22,32,0.3125,"Dragoon, Kisno, Messages, ROCKBOOM, Plux",41.07,1.283
Americas,NACL,2024,full year (per-game derived),Winthrop University,31.22,0.892,13,22,35,0.3714,"Denathor, winnie, DARKWINGS, Airren, Chookies",46.13,1.318
Americas,NACL,2024,full year (per-game derived),Disguised,25.73,0.384,29,38,67,0.4328,"Tenacity, Yukino, Young, Minui, Poome",41.17,0.614
Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,24.03,0.924,11,15,26,0.4231,"Qwacker, winnie, DARKWINGS, Airren, Doxa",41.11,1.581
Americas,NACL,2024,full year (per-game derived),Mirage Alliance,1.29,0.048,6,21,27,0.2222,"Allorim, Dardoch, Soligo, Neo, Prismal",36.59,1.355
Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,-44.88,-2.493,8,10,18,0.4444,"DrCalculus, Bio, Roughbeanz, Enthralled, Hiccup1357",12.13,0.674
Americas,NACL,2025,full year (per-game derived),Supernova,86.59,1.968,19,25,44,0.4318,"Horder, Dardoch, Ablazeolive, ScaryJerry, Breezy",73.2,1.664
Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,81.08,1.559,33,19,52,0.6346,"Keii, Kisno, Toasty, sajed, Zyko",54.89,1.056
Americas,NACL,2025,full year (per-game derived),Near Airport,70.26,1.849,24,14,38,0.6316,"TF Blade, Spica, Pobelter, Doublelift, Biofrost",52.54,1.383
Americas,NACL,2025,full year (per-game derived),Citadel Gaming,67.16,3.535,10,9,19,0.5263,"Philip, Kenvi, Bradley, Instinct, Diamond",52.34,2.755
Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,66.75,1.335,40,10,50,0.8,"FakeGod, Tomio, Insanity, Tactical, Zeyzal",53.65,1.073
Americas,NACL,2025,full year (per-game derived),Winthrop University,64.9,1.411,16,30,46,0.3478,"Denathor, Wilson, Sword, Mobility, Only35",50.39,1.095
Americas,NACL,2025,full year (per-game derived),Dorado Gaming,51.51,2.576,9,11,20,0.45,"Ariana, Kaido, shochi, Sushee, Mixtsure",43.3,2.165
Americas,NACL,2025,full year (per-game derived),Conviction,32.24,0.566,33,24,57,0.5789,"TF Blade, Perry, KatEvolved, V1per, Stunt",31.57,0.554
Americas,NACL,2025,full year (per-game derived),Blue Otter,23.5,0.511,20,26,46,0.4348,"Qwacker, KryRa, Samikin, Array, rovex",36.4,0.791
Americas,NACL,2025,full year (per-game derived),CCG Esports,19.12,0.49,20,19,39,0.5128,"Crimson, Music, Young, Shogo, Fatihcan",27.2,0.697
Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,14.87,0.496,7,23,30,0.2333,"Dec0y, Lojaz, Retrozing, Bazz, Protos",23.86,0.795
Americas,NACL,2025,full year (per-game derived),Cupid Esports,1.99,0.249,1,7,8,0.125,"DrCalculus, Bio, aadurrr, Hub, Bruhruto",28.61,3.576
Americas,NACL,2025,full year (per-game derived),Pulse Star,-1.04,-0.039,6,21,27,0.2222,"DrCalculus, Bio, aadurrr, Hub, Bruhruto",17.88,0.662
Americas,NACL,2026,full year (per-game derived),NRG,136.53,4.708,18,11,29,0.6207,"Zamudo, Kisno, PhyMini, Sushee, Spica",91.63,3.16
Americas,NACL,2026,full year (per-game derived),CCG Esports,80.29,2.113,22,16,38,0.5789,"Fiji, Dardoch, Leza, Spawn, Only35",56.7,1.492
Americas,NACL,2026,full year (per-game derived),Winthrop University,72.59,1.77,22,19,41,0.5366,"Denathor, Wilson, Zach, Mobility, Kim Down",30.5,0.744
Americas,NACL,2026,full year (per-game derived),Supernova,60.64,2.021,17,13,30,0.5667,"Horder, Music, shochi, Levitate, Zyko",52.26,1.742
Americas,NACL,2026,full year (per-game derived),Maryville University,44.9,1.403,20,12,32,0.625,"Crimson, Niles, AoJune, ScaryJerry, Spirax",51.38,1.606
Americas,NACL,2026,full year (per-game derived),Conviction,40.06,1.252,21,11,32,0.6562,"Sniper, Tomio, Insanity, Tactical, Bounty",45.08,1.409
Americas,NACL,2026,full year (per-game derived),Blue Otter,35.12,1.463,5,19,24,0.2083,"Philip, Munchy, Young, Levitate, Minui",37.13,1.547
Americas,NACL,2026,full year (per-game derived),Citadel Gaming,21.9,1.095,8,12,20,0.4,"Stray, Griffin, Bradley, Array, Keel",32.42,1.621
Americas,NACL,2026,full year (per-game derived),Apex Mission Impossible,13.19,0.694,3,16,19,0.1579,"arbrio, Bio, Retrozing, Bazz, Protos",43.46,2.287
Americas,NACL,2026,full year (per-game derived),Dorado Gaming,-12.74,-0.51,9,16,25,0.36,"Dec0y, Lojaz, aadam, Hub, InFlame",16.72,0.669
Pacific,LCP,2025,full year (per-game derived),CTBC Flying Oyster,87.15,1.117,60,18,78,0.7692,"Driver, JunJia, HongQ, Doggo, Kaiwing",72.53,0.93
Pacific,LCP,2025,full year (per-game derived),Team Secret Whales,71.73,0.996,41,31,72,0.5694,"Hiro02, Hizto, Dire, Eddie, Taki",64.38,0.894
Pacific,LCP,2025,full year (per-game derived),Fukuoka SoftBank HAWKS gaming,68.02,1.26,17,37,54,0.3148,"Evi, Yohan, FATE, Marble, Gaeng",59.27,1.098
Pacific,LCP,2025,full year (per-game derived),GAM Esports,57.95,0.734,41,38,79,0.519,"Kiaya, Levi, Emo, Artemis, Elio",59.01,0.747
Pacific,LCP,2025,full year (per-game derived),MVK Esports,57.75,0.76,43,33,76,0.5658,"Kratos, Gury, Kati, Shogun, SiuLoong",26.82,0.353
Pacific,LCP,2025,full year (per-game derived),DetonatioN FocusMe,55.11,1.04,14,39,53,0.2642,"RayFarky, Citrus, Aria, Kakkun, Harp",52.45,0.99
Pacific,LCP,2025,full year (per-game derived),PSG Talon,50.46,0.58,48,39,87,0.5517,"Azhi, Karsa, Maple, Betty, Woody",49.98,0.574
Pacific,LCP,2025,full year (per-game derived),Chiefs Esports Club,18.32,0.39,9,38,47,0.1915,"BioPanther, Whynot, JimieN, Slayder, Luon",33.27,0.708
Pacific,LCP,2026,full year (per-game derived),Team Secret Whales,103.7,1.819,45,12,57,0.7895,"Pun, Hizto, Dire, Eddie, Bie",87.25,1.531
Pacific,LCP,2026,full year (per-game derived),Fukuoka SoftBank HAWKS gaming,84.56,1.626,25,27,52,0.4808,"Evi, Van1, Aria, Marble, Vsta",79.34,1.526
Pacific,LCP,2026,full year (per-game derived),GAM Esports,69.65,1.393,28,22,50,0.56,"Kiaya, Draktharr, Aress, Artemis, Taki",69.67,1.393
Pacific,LCP,2026,full year (per-game derived),Deep Cross Gaming,58.55,0.781,41,34,75,0.5467,"Flauren, Pop9, HongSuo, Feng, ShiauC",60.34,0.805
Pacific,LCP,2026,full year (per-game derived),MVK Esports,42.19,0.898,22,25,47,0.4681,"Kratos, Gury, Seany, Harky, SiuLoong",53.26,1.133
Pacific,LCP,2026,full year (per-game derived),CTBC Flying Oyster,36.94,0.84,18,26,44,0.4091,"Rest, Shad0w, Pout, Doggo, Kino",52.14,1.185
Pacific,LCP,2026,full year (per-game derived),Ground Zero Gaming,26.84,0.559,19,29,48,0.3958,"1Jiang, Husha, JimieN, Shunn, Orca",40.06,0.835
Pacific,LCP,2026,full year (per-game derived),DetonatioN FocusMe,18.53,0.562,5,28,33,0.1515,"Momo, Citrus, Fisher, Kakkun, Woody",32.39,0.982
